video,Time(s)-sc,Time(s),Flight Code,Aircraft & origin-destination,flight time,Labeled Time(MM:SS),Labels,Labeled Time(s),,,video lengths(SS),video lengths(MM:SS),video lengths(s)
,45020,1655970379, JL773 , Boeing 787 Tokyo - Melbourne , Flight Time: 11:30,08:33 , Japan Airlines Boeing 787-8 Landing from Tokyo ,513,,,,,
,45064,1655970423, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,09:15 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur  ,555,,,,,
,45109,1655970468, BAVIO88 , Boeing 787 Hanoi - Melbourne , Flight Time: 8:35,10:00 , Bamboo Airlines Boeing 787-9 Landing from Hanoi ,600,,,,,
,45151,1655970510, VA28S4 , Boeing 777 San Francisco - Melbourne , Flight Time: 13:55,10:42 , United Airlines Boeing 777-300ER Landing from San Francisco ,642,,,,,
,45192,1655970551, EK2665 , Boeing 777 Auckland - Melbourne , Flight Time: 3:30,11:23 , Emirates Boeing 777-300ER Landing from Auckland   ,683,,,,,
,45233,1655970592, JD46e1 , Airbus A330 Qingdao - Melbourne , Flight Time: 10:45,12:04 , Beijing Capital Airlines Airbus A330-300 Landing from Qingdao ,724,,,,,
,45281,1655970640, QF7S5S6 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,12:52 , Atlas Air Boeing 747-8F Landing from Sydney,772,,,,,
,45321,1655970680, MU737 , Boeing 787 Shanghai - Melbourne , Flight Time: 10:20,13:31 , Shanghai Airlines Boeing 787-9 Landing from Shanghai  ,811,,,,,
,45363,1655970722, L524 , Alrous ASSO Gaungzhou - Melbourne , Flight Time: 9:15,14:14 , China Southern Airlines Airbus A350-900 Landing from Guangzhou  ,854,,,,,
,45411,1655970770, NZ123, Boeing 787 Auckland - Melbourne , Flight Time: 3:00,15:03 , Air New Zealand Boeing 787-9 Landing from Auckland ,903,,,,,
,45459,1655970818, QR8836 , Boeing 777 Doha - Melbourne , Flight Time: 13:45,15:50 , Qatar Airways Boeing 777-300ER Landing from Doha ,950,,,,,
,45496,1655970855, $Q207 , Boeing 787 Singapore ~ Melbourne , Flight Time: 7:00,16:27 , Singapore Airlines Boeing 787-10 Landing from Singapore ,987,,,,,
,45536,1655970895, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,17:07 , Cathay Pacific Cargo Boeing 747-8F Landing from Hong Kong,1027,,,,,
,45579,1655970938, S$Q237 , Airbus A350 Singapore - Melbourne , Flight Time: 7:00,17:50 , Singapore Airlines Airbus A350-900 Landing from Singapore,1070,,,,,
,45631,1655970990, QF1S27 , Boeing 717 Canberra - Melbourne , Flight Time: 0:45,18:42 , QantasLink Boeing 717-200 Landing from Canberra ,1122,,,,,
,45679,1655971038, QRI04 , Airbus A350 Doha - Melbourne , Flight Time: 13:45,19:30 , Qatar Airways Airbus A350-1000 Landing from Doha ,1170,,,,,
,45721,1655971080, QF409 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,20:13 , Qantas Airbus A330-300 Landing from Sydney,1213,,,,,
27,45804,1655971163, CX8178 , Boeing 777 Sydney - Hobart , Flight Time: 1:45,00:21 , Cathay Pacific Boeing 777-300ER Takeoff to Hobart,21,,,,,
https://youtu.be/6bUJjwy1kSw,45875,1655971234, ASY46 , Airbus A340 Sydney - Brisbane , Flight Time: 1:00,01:35 , HiFly Airbus A340-300 Takeoff to Brisbane  ,95,,,,,
,45903,1655971262, OM7812 , Boeing 767 Sydney - Manila , Flight Time: 9:30,02:00 , Mongolian Airlines Boeing 767-300 Takeoff to Manila,120,,,,,
,45934,1655971293, CXLOO , Boeing 777 Sydney - Hong Kong , Flight Time: 7:00,02:32 , Cathay Pacific Boeing 777-300ER Takeoff to ,152,,,,,
,45964,1655971323, NZ104 , Boeing 787 Sydney - Auckland , Flight Time: 2:30,03:03 , Air New Zealand Boeing 787-9 Takeoff to Auckland,183,,,,,
,46002,1655971361, QF1I27 , Boeing 7387 Sydney - Hong Kong , Flight Time: 9:35,03:40 , Qantas Boeing 787-9 Takeoff to Hong Kong,220,,,,,
,46038,1655971397, RNZAF , Boeing 757 Sydney - Auckland , Flight Time: 3:05,04:15 , Royal New Zealand Air Force Boeing 757-200 Takeoff to Auckland,255,,,,,
,46069,1655971428, AA74 , Boeing 777 Sydney - Los Angeles , Flight Time: 13:15,04:47 , American Airlines Boeing 777-300ER Takeoff to Los Angeles ,287,,,,,
,46102,1655971461, CXLO0O , Airbus A550 Sydney - Hong Kong , Flight Time: 7:00,05:21 , Cathay Pacific Airbus A350-1000 Takeoff to Hong Kong ,321,,,,,
,46123,1655971482, VH-IKJ , Embraer E190-E2 Sydney - Brisbane , Flight Time: 1:00,05:43 , Air Kiribati Embraer E190-E2 Takeoff to Brisbane  ,343,,,,,
,46156,1655971515, QF7S23 , Boeing 767F sydney - Christchurch , Flight Time: 3:00,06:13 , Qantas Freight Boeing 767-300F Takeoff to Christchurch ,373,,,,,
,46179,1655971538, YL772 , Boeing 787 Sydney - Tokyo , Flight Time: 4:45,06:37 , Japan Airlines Boeing 787-8 Takeoff to Tokyo  ,397,,,,,
,46212,1655971571, CZ326 , Airbus A330 Sydney - Guangzhou , Flight Time: 8:15,07:09 , China Southern Airlines Airbus A330-300 Takeoff to Guangzhou ,429,,,,,
,,,,,,07:44 , Royal Australian Air Force Boeing 737-700BBJ Takeoff to Canberra ,464,,,,,
,46282,1655971641, F1SO1 , Boeing 717 Sydney - Canberra , Flight Time: 0:25,08:20 , Qantas Boeing 717-200 Takeoff to Canberra ,500,,,,,
,46304,1655971663, EK2S10 , Boeing 777 Sydney - Bangkok , Flight Time: 4:00,08:40 , Emirates Boeing 777-300ER Takeoff to Bangkok,520,,,,,
,46341,1655971700, UA870, Boeing 787 Sydney - San Francisco , Flight Time: 13:00,09:18 , United Airlines Boeing 787-9 Takeoff to San Francisco ,558,,,,,
,46400,1655971759, AWK2 , Boeing 757F Sydney - Auckland , Flight Time: 3:00,10:20 , Olympus Boeing 757-200F Takeoff to Auckland ,620,,,,,
,46478,1655971837, 8C2204 , Boeing 767F Sydney - Guam , Flight Time: 6:10,11:37 , ATI Boeing 767-300F Takeoff to Guam ,697,,,,,
,46523,1655971882, DL40 , Airbus A350 Los Angeles - Sydney , Flight Time: 13:10,12:21 , Delta Airlines Airbus A350-900 Takeoff to Los Angeles ,741,,,,,
,46559,1655971918, CZ326 , Alrous A380 Sydney - Guangzhou , Flight Time: 8:15,12:56 , China Southern Airlines Airbus A380-800 Takeoff to Guangzhou   ,776,,,,,
,46601,1655971960, QF1q , Airous A550 Sydney – Manila, Flight Time: 8:00,13:40 , Qantas Airbus A330-300 Takeoff to Manila,820,,,,,
,46633,1655971992, CAG14 , Airbus A330 Sydney - Shanghai , Flight Time: 10:25,14:12 , Air China Airbus A330-300 Takeoff to Shanghai ,852,,,,,
,46666,1655972025, P0240 , Boeing 767F Sydney - Tokyo , Flight Time: 10:00,14:45 , Polar Air Cargo Boeing 767-300F Takeoff to Tokyo,885,,,,,
,46699,1655972058, F7S81 , Boeing 747F Sydney - Bangkok , Flight Time: 9:00,15:16 , Atlas Air Boeing 747-8F Takeoff to Bangkok,916,,,,,
,46760,1655972119, QF1I27 , Boeing 7387 Sydney - Hong Kong , Flight Time: 9:35,16:18 , Qantas Boeing 787-9 Takeoff to Hong Kong,978,,,,,
,46892,1655972251, SQ232 , Airbus A350 Sydney - Singapore , Flight Time: 8:20,18:25 , Singapore Airlines Airbus A350-900 Takeoff to Singapore  ,1105,,,,,
28,46967,1655972326, MH122 , Airbus A330 Sydney - Kuala Lumpur , Flight Time: 8:00,00:00 , Malaysia Airlines Airbus A330 Takeoff to Kuala Lumper   ,0,,,,,
https://youtu.be/bbQwYwTyS7g,47004,1655972363, ASY46 , Airbus A340 Sydney - Brisbane , Flight Time: 1:00,00:42 , HiFly Airbus A340-300 Takeoff to Brisbane ,42,,,,,
,47051,1655972410, GA713 , Airbus A330 Sydney - Jakarta , Flight Time: 7:00,01:27 , Garuda Indonesia Airbus A330-300 Takeoff to Jakarta ,87,,,,,
,47090,1655972449, SQ232 , Airbus A350 Sydney - Singapore , Flight Time: 8:20,02:07 , Singapore Airlines Airbus A350-900 Takeoff to Singapore  ,127,,,,,
,47128,1655972487, 8C2204 , Boeing 767F Sydney - Guam , Flight Time: 6:10,02:45 , ATI Boeing 767-300F Takeoff to Guam ,165,,,,,
,47162,1655972521, P0240 , Boeing 767F Sydney - Tokyo , Flight Time: 10:00,03:18 , Polar Air Cargo Boeing 767-300F Takeoff to Tokyo ,198,,,,,
,47194,1655972553, F7S81 , Boeing 747F Sydney - Bangkok , Flight Time: 9:00,03:50 , Atlas Air Boeing 747-8F Takeoff to Bangkok  ,230,,,,,
,47224,1655972583, CZ326 , Alrous A580 Sydney - Guangzhou , Flight Time: 8:15,04:22 , China Southern Airbus A380-800 Takeoff to Guangzhou ,262,,,,,
,47256,1655972615, DL4o0 , Boeing 777 Sydney - Los Angeles , Flight Time: 14:00,04:52 , Delta Airlines Airbus A350-900 Takeoff to Los Angeles  ,292,,,,,
,47295,1655972654, QF1I27 , Boeing 787 Sydney - Hong Kong , Flight Time: 9:35,05:36 , Qantas Boeing 787-9 Takeoff to Hong Kong ,336,,,,,
,47351,1655972710, FX77 , McDonnell Douglas MD-11F Sydney - Guangzhou , Flight Time: 9:10,06:26 , FedEx McDonnell Douglas MD-11F Takeoff to Guangzhou ,386,,,,,
,47391,1655972750, RNZAF , Boeing 757 Sydney - Auckland , Flight Time: 3:05,07:07 , Royal New Zealand Air Force Boeing 757-200 Takeoff to Auckland  ,427,,,,,
,47423,1655972782, AA74 , Boeing 777 Sydney - Los Angeles , Flight Time: 13:15,07:38 , American Airlines Boeing 777-300ER Takeoff to Los Angeles ,458,,,,,
,47454,1655972813, MF802 , Boeing 787 Sydney - Xiamen , Flight Time: 9:15,08:10 , Xiamen Airlines Boeing 787-9 Takeoff to Xiamen,490,,,,,
,47490,1655972849, EK2S10 , Boeing 777 Sydney - Bangkok , Flight Time: 4:00,08:47 , Emirates Boeing 777-300ER Takeoff to Bangkok,527,,,,,
,47543,1655972902, EK2S10 , Boeing 777 Sydney - Bangkok , Flight Time: 4:00,09:37 , Emirates Boeing 777-300ER Takeoff to Bangkok ,577,,,,,
,47594,1655972953, MUS62 , Boeing 777 Sydney - Shanghai , Flight Time: 10:25,10:27 , China Eastern Airlines Boeing 777-300ER Takeoff to Shanghai ,627,,,,,
,47627,1655972986, HU7998 , Airbus A330 Sydney - Changsha , Flight Time: 10:10,11:04 , Hanian Airlines Airbus A330-300 Takeoff to Changsha ,664,,,,,
,47660,1655973019, VNTTZ , boeing 787 Sydney - Ho Chi Minh City , Flight Time: 7:50,11:39 , Vietnam Airlines Boeing 787-9 Takeoff to Ho Chi Minh City   ,699,,,,,
,47694,1655973053, EK2S10 , Boeing 777 Sydney - Bangkok , Flight Time: 9:00,12:10 , Emirates Boeing 777-300ER Takeoff to Bangkok,730,,,,,
,47726,1655973085, DL40 , Airbus A350 Sydney - Los Angeles , Flight Time: 14:00,12:42 , Delta Airlines Airbus A350-900 Takeoff to Los Angeles  ,762,,,,,
,47760,1655973119, CZ326 , Alrous A380 Sydney - Guangzhou , Flight Time: 8:15,13:16 , China Southern Airbus A380-800 Takeoff to Guangzhou  ,796,,,,,
,47802,1655973161, CX1L0O , Airbus A550 Sydney - Hong Kong , Flight Time: 7:00,13:57 , Cathay Pacific Airbus A350-1000 Takeoff to Hong Kong,837,,,,,
,47841,1655973200, SB1L41 , Airbus A550neo Sydney - Noumea , Flight Time: 2:30,14:36 , Aircalin Airbus A330-900NEO Takeoff to Noumea  ,876,,,,,
,47879,1655973238, SV30SS , Boeing 787 Sydney - Riyadh , Flight Time: 13:45,15:34 , Saudi Arabia Boeing 787-9 Takeoff to Riyadh  ,934,,,,,
,47925,1655973284, CX22 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,16:00 , Cathay Pacific Boeing 747-8F Takeoff to Melbourne,960,,,,,
,47961,1655973320, UA870 , Boeing 787 Sydney - San Francisco , Flight Time: 13:00,16:41 , United Airlines Boeing 787-9 Takeoff to San Francisco  ,1001,,,,,
,47997,1655973356, EK2S10 , Boeing 777 Sydney - Bangkok , Flight Time: 4:00,17:16 , Emirates Boeing 777-300ER Takeoff to Bangkok ,1036,,,,,
,48035,1655973394, QFS83 , Airbus A330 Sydney - Perth , Flight Time: 4:45,17:50 , Qantas Airbus A330-300 Takeoff to Perth,1070,,,,,
,48072,1655973431, UA2795 , Boeing 787 Sydney - San Francisco , Flight Time: 14:10,18:27 , United Airlines Boeing 787-9 Takeoff to San Francisco ,1107,,,,,
,48105,1655973464, HJ2 , Boeing 767 Sydney - Auckland , Flight Time: 2:30,19:00 , DHL Boeing 767-300F Takeoff to Auckland ,1140,,,,,
29,48174,1655973533, JL771 , Boeing 787 Tokyo - Sydney , Flight Time: 9:45,00:00 , Japan Airlines Boeing 787-9 Landing from Tokyo    ,0,,,,,
https://youtu.be/BjhQqPh2KWk,48203,1655973562, QF74 , Boeing 747 San Francisco ~ Sydney , Flight Time: 13:30,00:33 , Qantas Boeing 747-400ER Landing from San Francisco ,33,,,,,
,48245,1655973604, QRIOS , Boeing 777 Doha - Sydney , Flight Time: 14:15,01:16 , Qatar Airways Boeing 777-300ER Landing from Doha ,76,,,,,
,48299,1655973658, QFs , Airbus A380 Dallas - Sydney , Flight Time: 15:30,02:10 , Qantas Airbus A380-800 Landing from Dallas  ,130,,,,,
,48331,1655973690, JQ4 , Boeing 787 Honolulu - Sydney , Flight Time: 7:10,02:40 , Jetstar Boeing 787-8 Landing from Honolulu ,160,,,,,
,48358,1655973717, TG47S5 , Boeing 747 Bangkok - Sydney , Flight Time: 9:00,03:07 , Thai Airways Boeing 747-400 Landing from Bangkok,187,,,,,
,48385,1655973744, BALS , Boeing 777 Singapore - Sydney , Flight Time: 7:00,03:36 , British Airways Boeing 777-300ER Landing from Singapore ,216,,,,,
,48418,1655973777, GA7TI2 , Alrous A550 Jakarta - Sydney , Flight Time: 7:00,04:08 , Garuda Indonesia Airbus A330-300 Landing from Jakarta ,248,,,,,
,48454,1655973813, CX1114 , Airbus A330 Hong Kong - Sydney , Flight Time: 8:20,04:44 , Cathay Pacific Airbus A330-300 Landing from Hong Kong,284,,,,,
,48487,1655973846, QF2173 , Bombardier Dash-8 Port Macquarie - Sydney , Flight Time 0:50,05:17 , QantasLink Bombardier Dash-8 Q300 Landing from Port Macquarie  ,317,,,,,
,48536,1655973895, TT206 , Airbus A520 Melbourne - Sydney , Flight Time: 1:00,06:06 , Tigerair Airbus A320-200 Landing from Melbourne ,366,,,,,
,48606,1655973965, QF1S84 , Boeing 717 Hobart - Sydney , Flight Time: 1:45,07:15 , QantasLink Boeing 717-200 Landing from Hobart,435,,,,,
,48694,1655974053, VAS7O , Airbus A530 Perth - Sydney , Flight Time: 4:45,08:47 , Virgin Australia Airbus A330-200 Landing from Perth,527,,,,,
,48732,1655974091, S$Q221 , Airbus A380 Singapore - Sydney , Flight Time: 7:30,09:21 , Singapore Airlines Airbus A380-800 Landing from Singapore ,561,,,,,
,48768,1655974127, Ek412 , Airbus A380 Dubai - Sydney , Flight Time: 13:50,09:58 , Emirates Airbus A380-800 Landing from Dubai ,598,,,,,
,48809,1655974168, Qr12 , Airbus A380 Los Angeles - Sydney , Flight Time: 14:30,10:40 , Qantas Airbus A380-800 Landing from Los Angeles  ,640,,,,,
,48841,1655974200, DL41 , Boeing 777 Los Angeles - Sydney , Flight Time: 12:15,11:14 , Delta Airlines Boeing 777-200LR Landing from Los Angeles ,674,,,,,
,48877,1655974236, QF20 , Airbus A550 Manila - Sydney , Flight Time: 8:00,11:47 , Qantas Airbus A330-300 Landing from Manila ,707,,,,,
,48912,1655974271, QF7S24 , Boeing 767F Christchurch - Sydney , Flight Time: 3:00,12:22 , Qantas Freight Boeing 767-300ERF Landing from Christchurch  ,742,,,,,
,48947,1655974306, QFS2S , Boeing 737 Brisbane - Sydney , Flight Time: 0:50,12:58 , Qantas Boeing 737-800 Landing from Brisbane ,778,,,,,
,48977,1655974336, ZL6857 , Saab 340 Dubbo - Sydney , Flight Time: 0:55,13:28 , REX Saab 340 Landing from Dubbo ,808,,,,,
,49037,1655974396, OZe01 , Airbus A580 Soeul - Sydney , Flight Time: 11:10,14:27 , Asiana Airlines Airbus A380-800 Landing from Seoul   ,867,,,,,
,49068,1655974427, QFS80 , Airbus A330 Perth - Sydney , Flight Time: 3:45,14:58 , Qantas Airbus A330-200 Landing from Perth,898,,,,,
,49185,1655974544, AA73 , Boeing 787 Los Angeles - Sydney , Flight Time: 13:25,16:55 , American Airlines Boeing 787-9 Landing from Los Angeles   ,1015,,,,,
,49215,1655974574, CAG13 , Airbus A550 Shanghai - Sydney , Flight Time: 10:15,17:24 , Air China Airbus A330-200 Landing from Shanghai ,1044,,,,,
,49245,1655974604, Al302 , Boeing 787 Delhi - Sydney , Flight Time: 11:00,17:55 , Air India Boeing 787-8 Landing from Delhi ,1075,,,,,
,49281,1655974640, LA80L , Boeing 787 Auckland - Sydney , Flight Time: 3:00,18:35 , LATAM Airlines Boeing 787-9 Landing from Auckland   ,1115,,,,,
,49313,1655974672, GA7I2 , Alrous A550 Jakarta - Sydney , Flight Time: 7:00,19:03 , Garuda Indonesia Airbus A330-300 Landing from Jakarta,1143,,,,,
30,49377,1655974736, £524 , AlrOUus ASSO Gaungzhou - Melbourne , Flight Time: 9:15,00:00 , China Southern Airbus A350-900 Landing from Guangzhou ,0,,,,,
https://youtu.be/hAi293xPRqI,49424,1655974783, QF1465 , Dash-8 Q300 Canberra ~ Melbourne , Flight Time: 0:50,00:50 , QantasLink Bombardier Dash-8 Q300 Landing from Canberra  ,50,,,,,
,49459,1655974818, QF80 , Airbus A330 Tokyo - Melbourne , Flight Time: 11:45,01:25 , Qantas Airbus A330-300 Landing from Tokyo ,85,,,,,
,49497,1655974856, S$Q237 , Airbus A350 Singapore - Melbourne , Flight Time: 7:00,02:04 , Singapore Airlines Airbus A350-900 Landing from Singapore ,124,,,,,
,49540,1655974899, NZ724 , Airbus A521N Auckland - Melbourne , Flight Time: 3:35,02:46 , Air New Zealand Airbus A321-200N Landing from Auckland ,166,,,,,
,49590,1655974949, NZ123, Boeing 787 Auckland - Melbourne , Flight Time: 3:00,03:37 , Air New Zealand Boeing 787-9 Landing from Auckland ,217,,,,,
,49673,1655975032, FJq34 , Boeing 737 Melbourne - Nadi , Flight Time: 5:00,04:59 , Fiji Airways Boeing 737-800 Takeoff to Nadi,299,,,,,
,49761,1655975120, CZ344 , Airbus A550 Melbourne - Guangzhou , Flight Time: 4:45,06:27 , China Southern Airlines Airbus A350-900 Takeoff to Guangzhou ,387,,,,,
,49810,1655975169, NZ1123 , Boeing 787 Auckland - Melbourne , Flight Time: 3:35,07:16 , Air New Zealand Boeing 787-9 Landing from Auckland ,436,,,,,
,49841,1655975200, NZ130 , Boeing 777 Melbourne ~ Auckland , Flight Time: 3:30,07:48 , Air New Zealand Boeing 777-200ER Takeoff to Auckland ,468,,,,,
,49875,1655975234, VN780 , Airbus A350 Melbourne - Ho Chi Minh City , Flight Time: 8:20,08:21 , Vietnam Airlines Airbus A350-900 Takeoff to Ho Chi Minh City ,501,,,,,
,49932,1655975291, CX104 , Airbus ASSO Hong Kong - Melbourne , Flight Time: 9:00,09:18 , Cathay Pacific Airbus A350-1000 Landing from Hong Kong    ,558,,,,,
,49971,1655975330, QF417 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,09:57 , Qantas Airbus A330-300 Landing from Sydney,597,,,,,
,50021,1655975380, TR2S , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,10:47 , FlyScoot Boeing 787-9 Landing from Singapore ,647,,,,,
,50063,1655975422, QF1S27 , Boeing 717 Canberra - Melbourne , Flight Time: 0:45,11:29 , QantasLink Boeing 717-200 Landing from Canberra ,689,,,,,
,50103,1655975462, $Q207 , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,12:09 , Singapore Airlines Boeing 787-10 Landing from Singapore ,729,,,,,
,50153,1655975512, QRI04 , Airbus A350 Doha - Melbourne , Flight Time: 13:45,12:59 , Qatar Airways Airbus A350-1000 Landing from Doha   ,779,,,,,
,50201,1655975560, TR26 , Boeing 787 Melbourne ~ Singapore , Flight Time: 7:20,13:47 , FlyScoot Boeing 787-9 Takeoff to Singapore  ,827,,,,,
,50231,1655975590, SQ227 , Airbus A350 Singapore - Melbourne , Flight Time: 6:30,14:18 , Singapore Airlines Airbus A350-900 Landing from Singapore ,858,,,,,
,50281,1655975640, BIS , Boeing 787 Brunei - Melbourne , Flight Time: 6:00,15:07 , Royal Brunei Airlines Boeing 787-8 Landing from Brunei ,907,,,,,
,50325,1655975684, QF3O , Boeing 787 Hong Kong - Melbourne , Flight Time: 7:00,15:52 , Qantas Boeing 787-9 Landing from Hong Kong,952,,,,,
,50367,1655975726, QR8836 , Boeing 777 Doha - Melbourne , Flight Time: 13:45,16:34 , Qatar Airways Boeing 777-300ER Landing from Doha  ,994,,,,,
,50413,1655975772, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,17:20 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur  ,1040,,,,,
,50507,1655975866, Ble , Boeing 787 Melbourne - Brunei , Flight Time: 6:00,18:53 , Royal Brunei Airlines Boeing 787-8 Takeoff to Brunei ,1133,,,,,
,50597,1655975956, QR8837 , Boeing 777 Melbourne - Doha , Flight Time: 13:45,20:24 , Qatar Airways Boeing 777-300ER Takeoff to Doha ,1224,,,,,
,50655,1655976014, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,21:22 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,1282,,,,,
,50681,1655976040, TR2S , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,21:48 , FlyScoot Boeing 787-9 Landing from Singapore   ,1308,,,,,
31,50742,1655976101, MH123 , Airbus A330 Kuala Lumpur - Sydney , Flight Time: 8:00,00:00 , Malaysia Airlines Airbus A330 Landing from Kuala Lumper   ,0,,,,,
https://youtu.be/eCF5gBNRrIM,50771,1655976130, SQ7290 , Boeing 747F Singapore - Sydney , Flight Time: 7:30,00:36 , Singapore Airlines Cargo Boeing 747-400F Landing from Singapore ,36,,,,,
,50804,1655976163, QFS80 , Boeing 787 Perth - Sydney , Flight Time: 3:45,01:05 , Qantas Boeing 787-9 Landing from Perth ,65,,,,,
,50848,1655976207, MH123 , Airbus A330 Kuala Lumpur - Sydney , Flight Time: 8:00,01:50 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur   ,110,,,,,
,50886,1655976245, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,02:28 , DHL Boeing 777-200F Landing from Los Angeles  ,148,,,,,
,50921,1655976280, EK4822 , Boeing 777F Singapore - Sydney , Flight Time: 7:10,03:02 , Emirates SkyCargo Boeing 777-200F Landing from Singapore ,182,,,,,
,50957,1655976316, QF74SS , BAe-14EQTF Melbourne ~ Sydney , Flight Time: 1:00,03:40 , Cobham British Aerospace BAe-146-300QTF Landing from Melbourne,220,,,,,
,50986,1655976345, PO7SO , Boeing 747F Guam - Sydney , Flight Time: 6:10,04:08 , Polar Air Cargo Boeing 747-8F Landing from Guam ,248,,,,,
,51018,1655976377, AWK81 , Boeing 737F Auckland - Sydney , Flight Time: 3:05,04:40 , Airwork Boeing 737-300F Landing from Auckland  ,280,,,,,
,51045,1655976404, AWK1 , Boeing 757F Auckland - Sydney , Flight Time: 3:05,05:07 , Olympus Boeing 757-200F Landing from Auckland ,307,,,,,
,51073,1655976432, HJ1 , Boeing 767F Auckland - Sydney , Flight Time: 3:00,05:36 , DHL Boeing 767-300F Landing from Auckland ,336,,,,,
,51104,1655976463, AC7214 , Boeing 777 Vancouver - Sydney , Flight Time: 14:30,06:07 , Air Canada Boeing 777-300ER Landing from Vancouver   ,367,,,,,
,51143,1655976502, EK9242 , Boeing 777 Dubai - Sydney , Flight Time: 13:05,06:46 , Emirates Boeing 777-300ER Landing from Dubai ,406,,,,,
,51172,1655976531, QF7453 , BAe-146QTF Adelaide - Sydney , Flight Time: 1:35,07:14 , TNT BAe-146-200QTF Landing from Adelaide ,434,,,,,
,51204,1655976563, SQ241 , Airbus ASSO Singapore - Sydney , Flight Time: 7:00,07:46 , Singapore Airlines Airbus A350-900 Landing from Singapore ,466,,,,,
,51240,1655976599, EY4S0 , Boeing 787 Abu Dhabi - Sydney , Flight Time: 13:45,08:23 , Etihad Airways Boeing 787-9 Landing from Abu Dhabi ,503,,,,,
,51270,1655976629, QFS80 , Boeing 787 Perth - Sydney , Flight Time: 3:45,08:52 , Qantas Boeing 787-9 Landing from Perth ,532,,,,,
,51368,1655976727, CX1L01 , Airbus A350 Hong Kong - Sydney , Flight Time: 8:05,10:32 , Cathay Pacific Airbus A350-1000 Landing from Hong Kong ,632,,,,,
,51424,1655976783, VAL0493 , Boeing 737 Launceston - Sydney , Flight Time: 1:25,11:26 , Virgin Australia Boeing 737-800 Landing from Launceston    ,686,,,,,
,51452,1655976811, EK4822 , Boeing 777F Singapore - Sydney , Flight Time: 7:10,11:55 , Emirates SkyCargo Boeing 777-200F Landing from Singapore ,715,,,,,
,51484,1655976843, cist , Airbus A330 Taipei - Sydney , Flight Time: 7:15,12:26 , China Airlines Airbus A330-300 Landing from Taipei  ,746,,,,,
,51514,1655976873, AWK81 , Boeing 737F Auckland - Sydney , Flight Time: 3:05,12:57 , Toll Boeing 737-400F Landing from Auckland   ,777,,,,,
,51544,1655976903, QF7334 , Boeing 737F Brisbane - Sydney , Flight Time: 1:05,13:57 , Qantas Freight Boeing 737-400F Landing from Brisbane ,837,,,,,
,51573,1655976932, QRIOG , Alrous AZSO Doha - Sydney , Flight Time: 14:15,13:57 , Qatar Airways Airbus A350-1000 Landing from Doha   ,837,,,,,
,51618,1655976977, QF7S52 , Boeing 747F Auckland - Sydney , Flight Time: 3:00,14:41 , Atlas Air Boeing 747-8F Landing from Auckland ,881,,,,,
,51661,1655977020, OZe01 , Boeing 777 Seoul - Sydney , Flight Time: 11:10,15:23 , Asiana Airlines Boeing 777-200ER Landing from Seoul ,923,,,,,
,51711,1655977070, UA2812 , Boeing 787 San Francisco - Sydney , Flight Time: 14:15,16:13 , United Airlines Boeing 787-9 Landing from San Francisco  ,973,,,,,
,51740,1655977099, AA73 , Boeing 777 Los Angeles - Sydney , Flight Time: 12:15,16:42 , American Airlines Boeing 777-300ER Landing from Los Angeles ,1002,,,,,
,51775,1655977134, K4254 , boeing 777F Los Angeles - Sydney , Flight Time: 14:10,17:18 , Kalitta Air Boeing 777-200F Landing from Los Angeles ,1038,,,,,
,51803,1655977162, MH123 , Airbus A330 Kuala Lumpur - Sydney , Flight Time: 8:00,17:46 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,1066,,,,,
,51859,1655977218, P0241 , Boeing 767F Tokyo - Sydney , Flight Time: 10:00,18:42 , Polar Air Cargo Boeing 767-300F Landing from Tokyo ,1122,,,,,
,51896,1655977255, QRIOG , Alrous A3SO Doha - Sydney , Flight Time: 14:15,19:18 , Qatar Airways Airbus A350-1000 Landing from Doha,1158,,,,,
,51931,1655977290, VAL0493 , Boeing 737 Launceston - Sydney , Flight Time: 1:25,19:53 , Virgin Australia Boeing 737-800 Landing from Launceston ,1193,,,,,
,51961,1655977320, QFS25 , Boeing 737 Brisbane - Sydney , Flight Time: 0:50,20:22 , Qantas Boeing 737-800 Landing from Brisbane ,1222,,,,,
,51988,1655977347, P0241 , Boeing 767F Tokyo - Sydney , Flight Time: 10:00,20:51 , Polar Air Cargo Boeing 767-300F Landing from Tokyo ,1251,,,,,
